"","State","Industry","Series ID","Month","Turnover"
"344","South Australia","Hardware, building and garden supplies retailing","A3349501L",2010 Nov,95.9
"345","South Australia","Hardware, building and garden supplies retailing","A3349501L",2010 Dec,101.5
"346","South Australia","Hardware, building and garden supplies retailing","A3349501L",2011 Jan,84.4
"347","South Australia","Hardware, building and garden supplies retailing","A3349501L",2011 Feb,74.4
"348","South Australia","Hardware, building and garden supplies retailing","A3349501L",2011 Mar,89.5
"349","South Australia","Hardware, building and garden supplies retailing","A3349501L",2011 Apr,79
"350","South Australia","Hardware, building and garden supplies retailing","A3349501L",2011 May,76
"351","South Australia","Hardware, building and garden supplies retailing","A3349501L",2011 Jun,77.2
"352","South Australia","Hardware, building and garden supplies retailing","A3349501L",2011 Jul,78.4
"353","South Australia","Hardware, building and garden supplies retailing","A3349501L",2011 Aug,83.1
"354","South Australia","Hardware, building and garden supplies retailing","A3349501L",2011 Sep,90.3
"355","South Australia","Hardware, building and garden supplies retailing","A3349501L",2011 Oct,94.4
"356","South Australia","Hardware, building and garden supplies retailing","A3349501L",2011 Nov,96.7
"357","South Australia","Hardware, building and garden supplies retailing","A3349501L",2011 Dec,107.2
"358","South Australia","Hardware, building and garden supplies retailing","A3349501L",2012 Jan,78
"359","South Australia","Hardware, building and garden supplies retailing","A3349501L",2012 Feb,69.4
"360","South Australia","Hardware, building and garden supplies retailing","A3349501L",2012 Mar,79.1
"361","South Australia","Hardware, building and garden supplies retailing","A3349501L",2012 Apr,68.9
"362","South Australia","Hardware, building and garden supplies retailing","A3349501L",2012 May,64
"363","South Australia","Hardware, building and garden supplies retailing","A3349501L",2012 Jun,63.7
"364","South Australia","Hardware, building and garden supplies retailing","A3349501L",2012 Jul,54.1
"365","South Australia","Hardware, building and garden supplies retailing","A3349501L",2012 Aug,59.5
"366","South Australia","Hardware, building and garden supplies retailing","A3349501L",2012 Sep,71.3
"367","South Australia","Hardware, building and garden supplies retailing","A3349501L",2012 Oct,79.4
"368","South Australia","Hardware, building and garden supplies retailing","A3349501L",2012 Nov,76.8
"369","South Australia","Hardware, building and garden supplies retailing","A3349501L",2012 Dec,86.4
"370","South Australia","Hardware, building and garden supplies retailing","A3349501L",2013 Jan,69.5
"371","South Australia","Hardware, building and garden supplies retailing","A3349501L",2013 Feb,53.7
"372","South Australia","Hardware, building and garden supplies retailing","A3349501L",2013 Mar,58.1
"373","South Australia","Hardware, building and garden supplies retailing","A3349501L",2013 Apr,60.7
"374","South Australia","Hardware, building and garden supplies retailing","A3349501L",2013 May,58.2
"375","South Australia","Hardware, building and garden supplies retailing","A3349501L",2013 Jun,59.5
"376","South Australia","Hardware, building and garden supplies retailing","A3349501L",2013 Jul,60.1
"377","South Australia","Hardware, building and garden supplies retailing","A3349501L",2013 Aug,63.4
"378","South Australia","Hardware, building and garden supplies retailing","A3349501L",2013 Sep,69.2
"379","South Australia","Hardware, building and garden supplies retailing","A3349501L",2013 Oct,78.3
"380","South Australia","Hardware, building and garden supplies retailing","A3349501L",2013 Nov,82.4
"381","South Australia","Hardware, building and garden supplies retailing","A3349501L",2013 Dec,88.8
"382","South Australia","Hardware, building and garden supplies retailing","A3349501L",2014 Jan,64.1
"383","South Australia","Hardware, building and garden supplies retailing","A3349501L",2014 Feb,53.5
"384","South Australia","Hardware, building and garden supplies retailing","A3349501L",2014 Mar,60.2
"385","South Australia","Hardware, building and garden supplies retailing","A3349501L",2014 Apr,63.2
"386","South Australia","Hardware, building and garden supplies retailing","A3349501L",2014 May,55.5
"387","South Australia","Hardware, building and garden supplies retailing","A3349501L",2014 Jun,52.7
"388","South Australia","Hardware, building and garden supplies retailing","A3349501L",2014 Jul,62.1
"389","South Australia","Hardware, building and garden supplies retailing","A3349501L",2014 Aug,69.1
"390","South Australia","Hardware, building and garden supplies retailing","A3349501L",2014 Sep,72.5
"391","South Australia","Hardware, building and garden supplies retailing","A3349501L",2014 Oct,80.2
"392","South Australia","Hardware, building and garden supplies retailing","A3349501L",2014 Nov,79.1
"393","South Australia","Hardware, building and garden supplies retailing","A3349501L",2014 Dec,86.7
"394","South Australia","Hardware, building and garden supplies retailing","A3349501L",2015 Jan,77.4
"395","South Australia","Hardware, building and garden supplies retailing","A3349501L",2015 Feb,65.4
"396","South Australia","Hardware, building and garden supplies retailing","A3349501L",2015 Mar,78.4
"397","South Australia","Hardware, building and garden supplies retailing","A3349501L",2015 Apr,73.3
"398","South Australia","Hardware, building and garden supplies retailing","A3349501L",2015 May,75.6
"399","South Australia","Hardware, building and garden supplies retailing","A3349501L",2015 Jun,76.7
"400","South Australia","Hardware, building and garden supplies retailing","A3349501L",2015 Jul,74.5
"401","South Australia","Hardware, building and garden supplies retailing","A3349501L",2015 Aug,74.9
"402","South Australia","Hardware, building and garden supplies retailing","A3349501L",2015 Sep,84.8
"403","South Australia","Hardware, building and garden supplies retailing","A3349501L",2015 Oct,92.3
"404","South Australia","Hardware, building and garden supplies retailing","A3349501L",2015 Nov,89
"405","South Australia","Hardware, building and garden supplies retailing","A3349501L",2015 Dec,97
"406","South Australia","Hardware, building and garden supplies retailing","A3349501L",2016 Jan,81.5
"407","South Australia","Hardware, building and garden supplies retailing","A3349501L",2016 Feb,75.8
"408","South Australia","Hardware, building and garden supplies retailing","A3349501L",2016 Mar,79.7
"409","South Australia","Hardware, building and garden supplies retailing","A3349501L",2016 Apr,77.1
"410","South Australia","Hardware, building and garden supplies retailing","A3349501L",2016 May,73.3
"411","South Australia","Hardware, building and garden supplies retailing","A3349501L",2016 Jun,70.6
"412","South Australia","Hardware, building and garden supplies retailing","A3349501L",2016 Jul,73
"413","South Australia","Hardware, building and garden supplies retailing","A3349501L",2016 Aug,80.1
"414","South Australia","Hardware, building and garden supplies retailing","A3349501L",2016 Sep,85.7
"415","South Australia","Hardware, building and garden supplies retailing","A3349501L",2016 Oct,94.5
"416","South Australia","Hardware, building and garden supplies retailing","A3349501L",2016 Nov,95.6
"417","South Australia","Hardware, building and garden supplies retailing","A3349501L",2016 Dec,98.4
"418","South Australia","Hardware, building and garden supplies retailing","A3349501L",2017 Jan,87
"419","South Australia","Hardware, building and garden supplies retailing","A3349501L",2017 Feb,78
"420","South Australia","Hardware, building and garden supplies retailing","A3349501L",2017 Mar,85.7
"421","South Australia","Hardware, building and garden supplies retailing","A3349501L",2017 Apr,86.1
"422","South Australia","Hardware, building and garden supplies retailing","A3349501L",2017 May,86.1
"423","South Australia","Hardware, building and garden supplies retailing","A3349501L",2017 Jun,84.7
"424","South Australia","Hardware, building and garden supplies retailing","A3349501L",2017 Jul,78.8
"425","South Australia","Hardware, building and garden supplies retailing","A3349501L",2017 Aug,83.4
"426","South Australia","Hardware, building and garden supplies retailing","A3349501L",2017 Sep,95.5
"427","South Australia","Hardware, building and garden supplies retailing","A3349501L",2017 Oct,117.3
"428","South Australia","Hardware, building and garden supplies retailing","A3349501L",2017 Nov,113.3
"429","South Australia","Hardware, building and garden supplies retailing","A3349501L",2017 Dec,114.8
"430","South Australia","Hardware, building and garden supplies retailing","A3349501L",2018 Jan,89.4
"431","South Australia","Hardware, building and garden supplies retailing","A3349501L",2018 Feb,81.5
"432","South Australia","Hardware, building and garden supplies retailing","A3349501L",2018 Mar,94.3
"433","South Australia","Hardware, building and garden supplies retailing","A3349501L",2018 Apr,94.3
"434","South Australia","Hardware, building and garden supplies retailing","A3349501L",2018 May,96.5
"435","South Australia","Hardware, building and garden supplies retailing","A3349501L",2018 Jun,93.3
"436","South Australia","Hardware, building and garden supplies retailing","A3349501L",2018 Jul,88
"437","South Australia","Hardware, building and garden supplies retailing","A3349501L",2018 Aug,91.9
"438","South Australia","Hardware, building and garden supplies retailing","A3349501L",2018 Sep,102.8
"439","South Australia","Hardware, building and garden supplies retailing","A3349501L",2018 Oct,117.9
"440","South Australia","Hardware, building and garden supplies retailing","A3349501L",2018 Nov,117.9
"441","South Australia","Hardware, building and garden supplies retailing","A3349501L",2018 Dec,112.4
